seed,beta_target,redundancy,accepted,beta_hat,D,pearson_r_relevance_tokens,spearman_rho_relevance_tokens,n_usable,n_below_threshold,n_relevance_clipped_low,n_relevance_clipped_high,relevance_mean,relevance_median,relevance_std,relevance_min,relevance_max,tokens_mean,tokens_std,tokens_min,tokens_max,tokens_cv,tokens_total,similarity_mean,similarity_std,similarity_min,similarity_max
32,-0.5,high,True,-0.5926812894053339,0.16000000000000014,-0.03430429949355698,-0.2146566687139901,15,10,0,1,0.13600766421956395,0.06666434362626279,0.22153792882488968,0.003947280037878776,0.95,88.88,40.335385622717595,40,201,0.45381847010258325,2222,0.10909837499164751,0.25834134712767703,-0.17630975127833162,0.767936693785401
32,0.0,low,True,-0.12654529930419062,0.18666666666666687,0.14374107509831188,-0.06001154179100798,15,10,0,1,0.1380026518428538,0.0762828383021927,0.22826522295177692,0.003947353747886811,0.95,88.88,40.335385622717595,40,201,0.45381847010258325,2222,0.023307337589631615,0.1300896953256175,-0.32648795440590667,0.7211238346069202
32,0.0,high,True,-0.12654529930419062,0.18666666666666687,0.14374107509831188,-0.06001154179100798,15,10,0,1,0.1380026518428538,0.0762828383021927,0.22826522295177692,0.003947353747886811,0.95,88.88,40.335385622717595,40,201,0.45381847010258325,2222,0.10814501106038228,0.25864887747838117,-0.1779083348455665,0.7682457880374752
32,0.5,low,True,0.31742881517113336,0.22000000000000008,0.26795431465273095,0.09232544890924305,14,11,0,1,0.12842491824226934,0.07769086137687643,0.2039316715086364,0.004373919944255119,0.95,88.88,40.335385622717595,40,201,0.45381847010258325,2222,0.020550743820998307,0.12792201594120584,-0.3378490036830649,0.5015551230093752
32,0.5,high,True,0.31742881517113336,0.22000000000000008,0.26795431465273095,0.09232544890924305,14,11,0,1,0.12842491824226934,0.07769086137687643,0.2039316715086364,0.004373919944255119,0.95,88.88,40.335385622717595,40,201,0.45381847010258325,2222,0.10727535892939334,0.26118025488888763,-0.17949962259854013,0.7684699405203725
32,1.0,low,True,0.7883220317885103,0.2400000000000001,0.4043419793047682,0.27928448295046027,16,9,0,1,0.1205875571980009,0.06898627018527029,0.1895254518287663,0.005406730054448502,0.95,88.88,40.335385622717595,40,201,0.45381847010258325,2222,0.01851307207226753,0.1268135086940568,-0.34607560397753573,0.34201443354421257
32,1.0,high,True,0.7883220317885103,0.2400000000000001,0.4043419793047682,0.27928448295046027,16,9,0,1,0.1205875571980009,0.06898627018527029,0.1895254518287663,0.005406730054448502,0.95,88.88,40.335385622717595,40,201,0.45381847010258325,2222,0.1061679381498249,0.2624837956786852,-0.19803316264649068,0.7686272496774059
32,1.5,low,True,1.292482031266654,0.28666666666666685,0.5334095886584297,0.49740335599854696,16,9,0,1,0.11578658652595626,0.08561494491387141,0.18486489173512566,0.006759580074088974,0.95,88.88,40.335385622717595,40,201,0.45381847010258325,2222,0.0173263505717852,0.12646762136244974,-0.35157470466485147,0.3420363643767071
32,1.5,high,True,1.292482031266654,0.28666666666666685,0.5334095886584297,0.49740335599854696,16,9,0,1,0.11578658652595626,0.08561494491387141,0.18486489173512566,0.006759580074088974,0.95,88.88,40.335385622717595,40,201,0.45381847010258325,2222,0.1053150848928006,0.26283690390974607,-0.21102751237277065,0.7687329338122919
32,2.0,low,True,1.8488126899692043,0.2533333333333335,0.6596210474367286,0.7582227491671585,13,12,0,1,0.11491326442905368,0.06434311549809252,0.1864956943965374,0.007857989913787125,0.95,88.88,40.335385622717595,40,201,0.45381847010258325,2222,0.01708092585954126,0.12667902904749295,-0.3549952364355343,0.342067853179016
32,2.0,high,True,1.8488126899692043,0.2533333333333335,0.6596210474367286,0.7582227491671585,13,12,0,1,0.11491326442905368,0.06434311549809252,0.1864956943965374,0.007857989913787125,0.95,88.88,40.335385622717595,40,201,0.45381847010258325,2222,0.10503060336642912,0.2626475750650914,-0.2158245232452992,0.7687913027997336
33,-0.5,low,True,-0.46267410246749,0.2533333333333335,-0.1018942242218578,-0.06885939731147711,17,8,0,0,0.12418932380825241,0.060048703068654924,0.12186992910055787,0.0014786654473288342,0.4631683995200347,71.24,31.35984693840198,30,144,0.4401999850982872,1781,0.050730915758025366,0.13013048720128,-0.28152684483084106,0.35491205360910977
33,-0.5,high,True,-0.46267410246749,0.2533333333333335,-0.1018942242218578,-0.06885939731147711,17,8,0,0,0.12418932380825241,0.060048703068654924,0.12186992910055787,0.0014786654473288342,0.4631683995200347,71.24,31.35984693840198,30,144,0.4401999850982872,1781,0.1480912674178116,0.2575196074789979,-0.21069806108086261,0.7603846147072062
33,0.0,low,True,0.036993069495694426,0.20000000000000018,0.08651790848222876,0.07539911660921515,13,12,0,0,0.11768378279355313,0.062371242235845725,0.11725289324747172,0.0014495664419151067,0.43616749670847005,71.24,31.35984693840198,30,144,0.4401999850982872,1781,0.04923279970795572,0.13060461494361106,-0.2818887145190573,0.36000332347282704
33,0.0,high,True,0.036993069495694426,0.20000000000000018,0.08651790848222876,0.07539911660921515,13,12,0,0,0.11768378279355313,0.062371242235845725,0.11725289324747172,0.0014495664419151067,0.43616749670847005,71.24,31.35984693840198,30,144,0.4401999850982872,1781,0.14694871982047278,0.25778181399225375,-0.20974390255941464,0.760416533934618
33,0.5,low,True,0.5351654178945047,0.2333333333333335,0.26934438237185837,0.2700519380595359,13,12,0,0,0.11004417992213561,0.06031169167198671,0.11392686834650784,0.0016396204040905519,0.38256463536250246,71.24,31.35984693840198,30,144,0.4401999850982872,1781,0.04761033881342669,0.1307655968366565,-0.2821129940443238,0.36281833498439975
33,0.5,high,True,0.5351654178945047,0.2333333333333335,0.26934438237185837,0.2700519380595359,13,12,0,0,0.11004417992213561,0.06031169167198671,0.11392686834650784,0.0016396204040905519,0.38256463536250246,71.24,31.35984693840198,30,144,0.4401999850982872,1781,0.14566505739250998,0.25800680491095856,-0.20870448448711007,0.7604714952158881
33,1.0,low,True,1.0317442285925509,0.2333333333333335,0.42768206056839003,0.40738604331203493,12,13,0,0,0.10112193461935494,0.03806035132887037,0.11156125098209348,0.0021601745643271605,0.44015069411846874,71.24,31.35984693840198,30,144,0.4401999850982872,1781,0.045858994602323,0.1306507139231142,-0.2822384512962592,0.36215395861007804
33,1.0,high,True,1.0317442285925509,0.2333333333333335,0.42768206056839003,0.40738604331203493,12,13,0,0,0.10112193461935494,0.03806035132887037,0.11156125098209348,0.0021601745643271605,0.44015069411846874,71.24,31.35984693840198,30,144,0.4401999850982872,1781,0.1442282704195356,0.2582964527656827,-0.20781034584755587,0.7605666646364749
33,1.5,low,True,1.5263537361395478,0.2266666666666668,0.5570383028469195,0.5785728131645897,13,12,0,0,0.09041644742712929,0.05020547701434364,0.10679014108387601,0.0034363278057995637,0.45973085336539643,71.24,31.35984693840198,30,144,0.4401999850982872,1781,0.04400683112429783,0.1304747137846309,-0.2836861150743838,0.3578240758096338
33,1.5,high,True,1.5263537361395478,0.2266666666666668,0.5570383028469195,0.5785728131645897,13,12,0,0,0.09041644742712929,0.05020547701434364,0.10679014108387601,0.0034363278057995637,0.45973085336539643,71.24,31.35984693840198,30,144,0.4401999850982872,1781,0.1427289163346198,0.25893531217021465,-0.20744609392270735,0.7607240071591937
33,2.0,low,True,2.0178748824214066,0.20000000000000018,0.6874460124684978,0.7716868771330898,11,14,0,0,0.07696559080560093,0.04490536461349907,0.09320944558877925,0.004856796210624783,0.4126181237502165,71.24,31.35984693840198,30,144,0.4401999850982872,1781,0.042123982384479994,0.1305743180913225,-0.2843557565673572,0.35086364643824675
33,2.0,high,True,2.0178748824214066,0.20000000000000018,0.6874460124684978,0.7716868771330898,11,14,0,0,0.07696559080560093,0.04490536461349907,0.09320944558877925,0.004856796210624783,0.4126181237502165,71.24,31.35984693840198,30,144,0.4401999850982872,1781,0.1413408019184105,0.2603069775131858,-0.20817124560258612,0.7609089137099486
34,-0.5,low,True,-0.9507857444942898,0.19333333333333347,-0.10123865869293576,-0.3629716241046668,13,12,0,0,0.11439512516866378,0.05590547967550391,0.18699348153595224,0.0034802183687483563,0.7929932445189535,85.96,43.707817759908046,24,213,0.5084669353176832,2149,0.03937967397494774,0.1308698025246661,-0.3666807975740679,0.5325051070250193
34,-0.5,high,True,-0.9507857444942898,0.19333333333333347,-0.10123865869293576,-0.3629716241046668,13,12,0,0,0.11439512516866378,0.05590547967550391,0.18699348153595224,0.0034802183687483563,0.7929932445189535,85.96,43.707817759908046,24,213,0.5084669353176832,2149,0.13462104692245472,0.25716794266151694,-0.2608498666770291,0.8084789475713625
34,0.0,low,True,-0.4585780658555759,0.28000000000000014,-0.018361446313489894,-0.10892997838984168,12,13,0,0,0.11768760252497008,0.049497229899650615,0.2123736164990134,0.00398651655278964,0.8961098990659901,85.96,43.707817759908046,24,213,0.5084669353176832,2149,0.03938719040637375,0.13145844211163968,-0.3677847435088148,0.6739545868972688
34,0.0,high,True,-0.4585780658555759,0.28000000000000014,-0.018361446313489894,-0.10892997838984168,12,13,0,0,0.11768760252497008,0.049497229899650615,0.2123736164990134,0.00398651655278964,0.8961098990659901,85.96,43.707817759908046,24,213,0.5084669353176832,2149,0.13278966892930957,0.25500965415275156,-0.26149637758662403,0.8085015472735021
34,0.5,low,True,0.052159929631424164,0.3333333333333335,0.0394993364375639,0.10546577413009407,12,13,0,0,0.11712534709601308,0.04510613669444148,0.2208657447738074,0.0035942152083144304,0.90116801665027,85.96,43.707817759908046,24,213,0.5084669353176832,2149,0.03883183548964588,0.13193189075822193,-0.3684126098499012,0.7421609614507615
34,0.5,high,True,0.052159929631424164,0.3333333333333335,0.0394993364375639,0.10546577413009407,12,13,0,0,0.11712534709601308,0.04510613669444148,0.2208657447738074,0.0035942152083144304,0.90116801665027,85.96,43.707817759908046,24,213,0.5084669353176832,2149,0.1316843467122952,0.254469299877528,-0.26188676142053274,0.8086327776438306
34,1.0,low,True,0.5826519343597908,0.27333333333333343,0.09349225279039995,0.29022333464996686,13,12,0,0,0.11133986461227276,0.05078266224476982,0.20581115454169727,0.003613507547791246,0.8003102166123348,85.96,43.707817759908046,24,213,0.5084669353176832,2149,0.03771909360859716,0.13187736440135264,-0.36877602422012973,0.6852721668391706
34,1.0,high,True,0.5826519343597908,0.27333333333333343,0.09349225279039995,0.29022333464996686,13,12,0,0,0.11133986461227276,0.05078266224476982,0.20581115454169727,0.003613507547791246,0.8003102166123348,85.96,43.707817759908046,24,213,0.5084669353176832,2149,0.13207418811671073,0.2561719068753132,-0.2621287011670016,0.8088059346621137
34,1.5,low,True,1.13755605850411,0.28000000000000014,0.1744186579933352,0.5188608157933096,12,13,0,0,0.10066445772208567,0.04667784786684692,0.1667541802995753,0.004156475684849668,0.6649023116503854,85.96,43.707817759908046,24,213,0.5084669353176832,2149,0.03630263302710237,0.1319252460139161,-0.36898769562079065,0.5178694112356848
34,1.5,high,True,1.13755605850411,0.28000000000000014,0.1744186579933352,0.5188608157933096,12,13,0,0,0.10066445772208567,0.04667784786684692,0.1667541802995753,0.004156475684849668,0.6649023116503854,85.96,43.707817759908046,24,213,0.5084669353176832,2149,0.13310038634286975,0.2601318501607794,-0.26227921991574243,0.8089860977061585
34,2.0,low,True,1.7307445087380835,0.28000000000000014,0.3909946340430444,0.8140880010406897,12,13,0,0,0.08824579784557474,0.04886885075847885,0.110917987239074,0.004204284336910733,0.4649218126247851,85.96,43.707817759908046,24,213,0.5084669353176832,2149,0.03497371645737406,0.13265607742634156,-0.36910712969093185,0.43896201052115513
34,2.0,high,True,1.7307445087380835,0.28000000000000014,0.3909946340430444,0.8140880010406897,12,13,0,0,0.08824579784557474,0.04886885075847885,0.110917987239074,0.004204284336910733,0.4649218126247851,85.96,43.707817759908046,24,213,0.5084669353176832,2149,0.13390307348174005,0.26469666090318333,-0.26236612323676833,0.8091611639259175
35,-0.5,low,True,0.01983624334060216,0.30666666666666687,0.26844993483969926,0.09923076923076923,13,12,0,0,0.06519596526104016,0.05206167236644726,0.057802059572545215,0.0017637863281393525,0.2579644960437462,83.2,36.31918684845977,27,188,0.43652868808244916,2080,0.02317832657119294,0.13161206187757724,-0.33653966194308194,0.34297653337679235
35,-0.5,high,True,0.01983624334060216,0.30666666666666687,0.26844993483969926,0.09923076923076923,13,12,0,0,0.06519596526104016,0.05206167236644726,0.057802059572545215,0.0017637863281393525,0.2579644960437462,83.2,36.31918684845977,27,188,0.43652868808244916,2080,0.12101425067728037,0.26999058582462193,-0.22312868203903657,0.7724169053441897
35,0.0,low,True,0.5319796663342545,0.28000000000000014,0.48917369992868764,0.29000000000000004,13,12,0,0,0.07025979502122871,0.054061701765523044,0.07628989773905247,0.0019533159996953137,0.35014141125567627,83.2,36.31918684845977,27,188,0.43652868808244916,2080,0.023743877008612534,0.1312730462056216,-0.3368370480610536,0.34287976261201614
35,0.0,high,True,0.5319796663342545,0.28000000000000014,0.48917369992868764,0.29000000000000004,13,12,0,0,0.07025979502122871,0.054061701765523044,0.07628989773905247,0.0019533159996953137,0.35014141125567627,83.2,36.31918684845977,27,188,0.43652868808244916,2080,0.12125173609941318,0.26928016613077616,-0.22331093040034017,0.7727829327330464
35,0.5,low,True,1.022626745503376,0.2266666666666668,0.6101051102274893,0.43615384615384617,12,13,0,0,0.0775037174318201,0.03876173422274211,0.09917716393553497,0.002466049428436711,0.4393099437776988,83.2,36.31918684845977,27,188,0.43652868808244916,2080,0.024634809522493334,0.1307942956899003,-0.33702587378199284,0.3427908603995481
35,0.5,high,True,1.022626745503376,0.2266666666666668,0.6101051102274893,0.43615384615384617,12,13,0,0,0.0775037174318201,0.03876173422274211,0.09917716393553497,0.002466049428436711,0.4393099437776988,83.2,36.31918684845977,27,188,0.43652868808244916,2080,0.12159876748361445,0.2680799076128191,-0.22340778075341675,0.7730741962806862
35,1.0,low,True,1.4903579199935881,0.20000000000000018,0.6882066025570581,0.5430769230769231,12,13,0,0,0.08562823847975526,0.03130882314239564,0.12294782342686579,0.0035800697249890575,0.5068588517776185,83.2,36.31918684845977,27,188,0.43652868808244916,2080,0.025754137421156956,0.13036044678605951,-0.3370811064859423,0.3426968496363179
35,1.0,high,True,1.4903579199935881,0.20000000000000018,0.6882066025570581,0.5430769230769231,12,13,0,0,0.08562823847975526,0.03130882314239564,0.12294782342686579,0.0035800697249890575,0.5068588517776185,83.2,36.31918684845977,27,188,0.43652868808244916,2080,0.12198808131466185,0.26651504571468215,-0.2233988915907677,0.7732760420282021
35,1.5,low,True,1.9297694863115646,0.20000000000000018,0.7462869796500566,0.6615384615384615,10,15,0,0,0.09272319946875131,0.03518155191765631,0.143411239857284,0.005671670545169401,0.5520683961757807,83.2,36.31918684845977,27,188,0.43652868808244916,2080,0.02685698717384162,0.13018160865689588,-0.33694499411538587,0.3425917840165209
35,1.5,high,True,1.9297694863115646,0.20000000000000018,0.7462869796500566,0.6615384615384615,10,15,0,0,0.09272319946875131,0.03518155191765631,0.143411239857284,0.005671670545169401,0.5520683961757807,83.2,36.31918684845977,27,188,0.43652868808244916,2080,0.12231040894285063,0.2649502085096924,-0.2232368205921292,0.7733872976631839
35,2.0,low,True,2.3247688041261,0.18000000000000016,0.7946913627543749,0.8061538461538461,12,13,0,0,0.09548479567900847,0.0359702316597888,0.1518921951021547,0.004234137282448707,0.6610514482152032,83.2,36.31918684845977,27,188,0.43652868808244916,2080,0.027378071939908655,0.13017698802772204,-0.3364122505857554,0.3424696686555206
35,2.0,high,True,2.3247688041261,0.18000000000000016,0.7946913627543749,0.8061538461538461,12,13,0,0,0.09548479567900847,0.0359702316597888,0.1518921951021547,0.004234137282448707,0.6610514482152032,83.2,36.31918684845977,27,188,0.43652868808244916,2080,0.12241024374945543,0.2641597360266346,-0.22276006322581068,0.7734045704113736
36,-0.5,low,True,-0.5187056697433913,0.22000000000000008,-0.060884886396363025,-0.23638124519175632,9,16,0,0,0.07550521218648763,0.032668087108534305,0.15068460296374983,0.0018559360395530569,0.7383109747016016,113.08,68.22323651073731,28,328,0.6033183278275319,2827,0.03555322381874742,0.13027310112297186,-0.3046723627587058,0.3748035961357651
36,-0.5,high,True,-0.5187056697433913,0.22000000000000008,-0.060884886396363025,-0.23638124519175632,9,16,0,0,0.07550521218648763,0.032668087108534305,0.15068460296374983,0.0018559360395530569,0.7383109747016016,113.08,68.22323651073731,28,328,0.6033183278275319,2827,0.12452324886306158,0.26088906612864865,-0.3034095803434695,0.7856825846873743
36,0.0,low,True,-0.02016827896328139,0.2600000000000001,-0.0021081761286937256,0.0050048146376104755,8,17,0,1,0.08702595342541902,0.028734351968776172,0.19023069125664557,0.0019447738769242052,0.95,113.08,68.22323651073731,28,328,0.6033183278275319,2827,0.03742658323132834,0.12831136655526315,-0.3040840862409341,0.3747494114236963
36,0.0,high,True,-0.02016827896328139,0.2600000000000001,-0.0021081761286937256,0.0050048146376104755,8,17,0,1,0.08702595342541902,0.028734351968776172,0.19023069125664557,0.0019447738769242052,0.95,113.08,68.22323651073731,28,328,0.6033183278275319,2827,0.1235425629674827,0.25677535477210417,-0.3028233596272797,0.7855546684142134
36,0.5,low,True,0.4745588460105042,0.26666666666666683,0.04779782932932596,0.20635235736609348,9,16,0,1,0.09198516134319856,0.03527386133579945,0.189978397799393,0.002068670530789201,0.95,113.08,68.22323651073731,28,328,0.6033183278275319,2827,0.0383071503605839,0.1282389136380087,-0.3027657723568345,0.3746248453614173
36,0.5,high,True,0.4745588460105042,0.26666666666666683,0.04779782932932596,0.20635235736609348,9,16,0,1,0.09198516134319856,0.03527386133579945,0.189978397799393,0.002068670530789201,0.95,113.08,68.22323651073731,28,328,0.6033183278275319,2827,0.12435626694375278,0.2565736529801701,-0.30150979223317204,0.7852614788934232
36,1.0,low,True,0.9745617534012774,0.2266666666666668,0.12660319412871943,0.3276228658928088,11,14,0,1,0.09998726834265949,0.027312475381569754,0.19007820171636017,0.0024988327021872006,0.95,113.08,68.22323651073731,28,328,0.6033183278275319,2827,0.03981240897236085,0.12822611234911807,-0.2998645575976527,0.3743231807839635
36,1.0,high,True,0.9745617534012774,0.2266666666666668,0.12660319412871943,0.3276228658928088,11,14,0,1,0.09998726834265949,0.027312475381569754,0.19007820171636017,0.0024988327021872006,0.95,113.08,68.22323651073731,28,328,0.6033183278275319,2827,0.1257229791972921,0.25622902828030963,-0.2986191662848858,0.7845534920363819
36,1.5,low,True,1.4810845033618516,0.30000000000000016,0.26564642870155253,0.592878041686164,10,15,0,1,0.11376750969430707,0.04448511739584301,0.19301314869741512,0.0019332635996328995,0.95,113.08,68.22323651073731,28,328,0.6033183278275319,2827,0.042611117721812614,0.12855641259994294,-0.29363377817491587,0.37355342373756656
36,1.5,high,True,1.4810845033618516,0.30000000000000016,0.26564642870155253,0.592878041686164,10,15,0,1,0.11376750969430707,0.04448511739584301,0.19301314869741512,0.0019332635996328995,0.95,113.08,68.22323651073731,28,328,0.6033183278275319,2827,0.12814301415561616,0.25538292743552465,-0.29241100684538107,0.7827295752144785
36,2.0,low,True,1.993661544278717,0.2333333333333335,0.5602273164119072,0.7996153847936122,13,12,0,0,0.13693166268021417,0.05037590224357539,0.19539187385838766,0.0017912600208578359,0.8425502256894046,113.08,68.22323651073731,28,328,0.6033183278275319,2827,0.047479030433957604,0.13069596163563824,-0.28072785693395846,0.4146132122193574
36,2.0,high,True,1.993661544278717,0.2333333333333335,0.5602273164119072,0.7996153847936122,13,12,0,0,0.13693166268021417,0.05037590224357539,0.19539187385838766,0.0017912600208578359,0.8425502256894046,113.08,68.22323651073731,28,328,0.6033183278275319,2827,0.13328615909370323,0.25453469914072957,-0.2865988881201589,0.7775204737158796
37,-0.5,low,True,-1.3333861565863716,0.14666666666666683,-0.2873899061720182,-0.4089248007938557,12,13,0,1,0.1287803052662192,0.04682128070348097,0.2249217383991915,0.006180432645466867,0.95,82.28,40.62175115214344,32,200,0.49370139951559844,2057,0.024927700380909468,0.1442260800768636,-0.3673222893821202,0.548586806850125
37,-0.5,high,True,-1.3333861565863716,0.14666666666666683,-0.2873899061720182,-0.4089248007938557,12,13,0,1,0.1287803052662192,0.04682128070348097,0.2249217383991915,0.006180432645466867,0.95,82.28,40.62175115214344,32,200,0.49370139951559844,2057,0.11299503316977604,0.26785320379622535,-0.30385533848884366,0.7818029557423964
37,0.0,low,True,-0.8769762095882108,0.22000000000000008,-0.21508751720461605,-0.23812272031175602,11,14,0,1,0.12560135479112444,0.04360091589873795,0.22421177854349433,0.007252978191104698,0.95,82.28,40.62175115214344,32,200,0.49370139951559844,2057,0.02405083148657474,0.14404555577605102,-0.3667746076972817,0.5511113454135561
37,0.0,high,True,-0.8769762095882108,0.22000000000000008,-0.21508751720461605,-0.23812272031175602,11,14,0,1,0.12560135479112444,0.04360091589873795,0.22421177854349433,0.007252978191104698,0.95,82.28,40.62175115214344,32,200,0.49370139951559844,2057,0.11216882556896458,0.26799101304181844,-0.30910559063093657,0.7818411759402981
37,0.5,low,True,-0.3728538706348564,0.22000000000000008,-0.12679283016937873,-0.07501442723875998,12,13,0,0,0.11406815471578735,0.04033413206027282,0.19288897835544794,0.007437091592010394,0.7558594539792712,82.28,40.62175115214344,32,200,0.49370139951559844,2057,0.023273102186903864,0.14332435548211153,-0.36613175299847506,0.41371142223871915
37,0.5,high,True,-0.3728538706348564,0.22000000000000008,-0.12679283016937873,-0.07501442723875998,12,13,0,0,0.11406815471578735,0.04033413206027282,0.19288897835544794,0.007437091592010394,0.7558594539792712,82.28,40.62175115214344,32,200,0.49370139951559844,2057,0.1142330697637981,0.2712237937828944,-0.31287880311681904,0.7818824588518924
37,1.0,low,True,0.18398056867986665,0.21333333333333349,0.018636444491198445,0.07732256346149106,12,13,0,0,0.09811562517047326,0.035797835226671244,0.1497020007073058,0.00828719707333167,0.5371185674062627,82.28,40.62175115214344,32,200,0.49370139951559844,2057,0.021499165825216108,0.14294594808806976,-0.36540379332049805,0.40569126053115795
37,1.0,high,True,0.18398056867986665,0.21333333333333349,0.018636444491198445,0.07732256346149106,12,13,0,0,0.09811562517047326,0.035797835226671244,0.1497020007073058,0.00828719707333167,0.5371185674062627,82.28,40.62175115214344,32,200,0.49370139951559844,2057,0.1146287029180249,0.2755078892722854,-0.31522329740494687,0.793370274717814
37,1.5,low,True,0.7882625098948279,0.22000000000000008,0.23630794462138838,0.27389883176408775,11,14,0,0,0.08497546768098348,0.03851361767111367,0.11728865955304046,0.010234031827936863,0.5093886798416142,82.28,40.62175115214344,32,200,0.49370139951559844,2057,0.01988596003567753,0.14322700802105254,-0.3646669708287152,0.40812013910071226
37,1.5,high,True,0.7882625098948279,0.22000000000000008,0.23630794462138838,0.27389883176408775,11,14,0,0,0.08497546768098348,0.03851361767111367,0.11728865955304046,0.010234031827936863,0.5093886798416142,82.28,40.62175115214344,32,200,0.49370139951559844,2057,0.11416031869866931,0.2784788166132127,-0.31662139935867734,0.7986386721090157
37,2.0,low,True,1.466954034478484,0.26666666666666683,0.578090004596796,0.5939603879827969,10,15,0,0,0.07666174895923661,0.035328791065155074,0.09308831363903448,0.014572117401593995,0.4034612238358886,82.28,40.62175115214344,32,200,0.49370139951559844,2057,0.018977877312023623,0.14382002654687623,-0.3642125386455572,0.40881368874864993
37,2.0,high,True,1.466954034478484,0.26666666666666683,0.578090004596796,0.5939603879827969,10,15,0,0,0.07666174895923661,0.035328791065155074,0.09308831363903448,0.014572117401593995,0.4034612238358886,82.28,40.62175115214344,32,200,0.49370139951559844,2057,0.11386338117007248,0.28044757485574423,-0.31745974954788286,0.800399906897024
38,-0.5,low,True,-0.44010372769001416,0.14666666666666683,-0.18192413226160756,-0.15195230132979584,13,12,0,0,0.0779813797209318,0.05225596760581888,0.08935070764078466,0.0066080775342552325,0.3872176833572352,77.04,38.52864735059702,31,202,0.5001122449454442,1926,0.041714301337655184,0.13243612781962402,-0.37586874355841277,0.3960437097615849
38,-0.5,high,True,-0.44010372769001416,0.14666666666666683,-0.18192413226160756,-0.15195230132979584,13,12,0,0,0.0779813797209318,0.05225596760581888,0.08935070764078466,0.0066080775342552325,0.3872176833572352,77.04,38.52864735059702,31,202,0.5001122449454442,1926,0.13109676272770893,0.2650722366302514,-0.26528879350980733,0.7853508076983857
38,0.0,low,True,0.06162694303937918,0.2466666666666668,-0.04649186754239812,0.06924408668193228,12,13,0,0,0.07381119886067498,0.045072774263855586,0.08080747279777101,0.008412959911640915,0.31887251906635306,77.04,38.52864735059702,31,202,0.5001122449454442,1926,0.041203565528898464,0.13254399817356288,-0.3820531241289147,0.3952657980464288
38,0.0,high,True,0.06162694303937918,0.2466666666666668,-0.04649186754239812,0.06924408668193228,12,13,0,0,0.07381119886067498,0.045072774263855586,0.08080747279777101,0.008412959911640915,0.31887251906635306,77.04,38.52864735059702,31,202,0.5001122449454442,1926,0.13082888278007454,0.265458625284991,-0.27107713697979596,0.7818051126900238
38,0.5,low,True,0.5608673795732481,0.28666666666666685,0.12758939612548464,0.26851318057771517,12,13,0,0,0.07019027558239242,0.03573201120500743,0.07340511219801633,0.00781469680901631,0.25081538621546096,77.04,38.52864735059702,31,202,0.5001122449454442,1926,0.040783408839477994,0.13265385135536908,-0.3868674647266068,0.39491532906728094
38,0.5,high,True,0.5608673795732481,0.28666666666666685,0.12758939612548464,0.26851318057771517,12,13,0,0,0.07019027558239242,0.03573201120500743,0.07340511219801633,0.00781469680901631,0.25081538621546096,77.04,38.52864735059702,31,202,0.5001122449454442,1926,0.130596690656738,0.2658848291130402,-0.2753797269484684,0.7804730801582712
38,1.0,low,True,1.057453133528599,0.2533333333333335,0.3500080729604518,0.3950759834574692,12,13,0,0,0.06739768444959168,0.036473222915673335,0.06888765528706088,0.007078531227731451,0.26140988915833085,77.04,38.52864735059702,31,202,0.5001122449454442,1926,0.04046524967265693,0.13278043821263646,-0.3906101967288485,0.3951024132365146
38,1.0,high,True,1.057453133528599,0.2533333333333335,0.3500080729604518,0.3950759834574692,12,13,0,0,0.06739768444959168,0.036473222915673335,0.06888765528706088,0.007078531227731451,0.26140988915833085,77.04,38.52864735059702,31,202,0.5001122449454442,1926,0.13038998316516137,0.2662696729585774,-0.2785741577941381,0.7796520974961777
38,1.5,low,True,1.550758215326397,0.26666666666666683,0.6046378634179397,0.6289671206942183,11,14,0,0,0.06589535280754069,0.03500438674810389,0.06970074528825641,0.006846588606492296,0.2514560581286006,77.04,38.52864735059702,31,202,0.5001122449454442,1926,0.04029250779015774,0.1329247314775076,-0.3934229591105445,0.3958779828607074
38,1.5,high,True,1.550758215326397,0.26666666666666683,0.6046378634179397,0.6289671206942183,11,14,0,0,0.06589535280754069,0.03500438674810389,0.06970074528825641,0.006846588606492296,0.2514560581286006,77.04,38.52864735059702,31,202,0.5001122449454442,1926,0.13021674176719605,0.2665018624041799,-0.2808858148291381,0.7811548167617618
38,2.0,low,True,2.0389183803501525,0.19333333333333347,0.8162643886112375,0.7824581795058348,12,13,0,0,0.0665680400639845,0.04080496165731872,0.08133053705192755,0.006616601540435296,0.35739900482492787,77.04,38.52864735059702,31,202,0.5001122449454442,1926,0.040352737188593064,0.13301653826924992,-0.39541072561814294,0.3972412703625883
38,2.0,high,True,2.0389183803501525,0.19333333333333347,0.8162643886112375,0.7824581795058348,12,13,0,0,0.0665680400639845,0.04080496165731872,0.08133053705192755,0.006616601540435296,0.35739900482492787,77.04,38.52864735059702,31,202,0.5001122449454442,1926,0.13004012606211887,0.2662738738228844,-0.28247568226132125,0.7837475934988555
39,-0.5,low,True,0.2352538637952395,0.29333333333333345,-0.034405990151671756,0.11386805365473308,15,10,0,0,0.12549074759611337,0.08330311893447666,0.13604775806469366,0.012538712345352247,0.4816064581791047,78.48,48.63907893864767,20,217,0.6197640027860304,1962,0.048255669215132475,0.13191530676447677,-0.2723624639348933,0.4169511442413552
